diseaseNID,diseaseId,diseaseName,type
1404,C0019572,Hirsutism,phenotype
1413,C0019693,HIV Infections,group
1416,C0019825,Hoarseness,phenotype
1417,C0019829,Hodgkin Disease,disease
1418,C0019880,Homocystinuria,disease
1423,C0020071,"Hereditary Sensory Autonomic Neuropathy, Type 1",disease
1424,C0020072,"Hereditary Sensory Autonomic Neuropathy, Type 2",disease
1425,C0020074,HSAN Type IV,disease
1426,C0020075,"Hereditary Sensory Autonomic Neuropathy, Type 5",disease
1430,C0020179,Huntington Disease,disease
1431,C0020192,Hyaline Membrane Disease,disease
1433,C0020224,Polyhydramnios,phenotype
1436,C0020255,Hydrocephalus,disease
1438,C0020258,"Hydrocephalus, Normal Pressure",disease
1439,C0020295,Hydronephrosis,disease
1440,C0020302,Hydrophthalmos,disease
1441,C0020305,Hydrops Fetalis,disease
1444,C0020428,Hyperaldosteronism,disease
1445,C0020429,Hyperalgesia,phenotype
1446,C0020433,Hyperbilirubinemia,disease
1448,C0020437,Hypercalcemia,disease
1449,C0020438,Hypercalciuria,phenotype
1452,C0020443,Hypercholesterolemia,disease
1453,C0020445,"Hypercholesterolemia, Familial",disease
1459,C0020456,Hyperglycemia,disease
1460,C0020458,Hyperhidrosis disorder,phenotype
1461,C0020459,Hyperinsulinism,disease
1462,C0020461,Hyperkalemia,phenotype
1463,C0020473,Hyperlipidemia,disease
1464,C0020474,"Hyperlipidemia, Familial Combined",disease
1466,C0020479,Hyperlipoproteinemia Type III,disease
1467,C0020480,Hyperlipoproteinemia Type IV,disease
1470,C0020490,Hyperopia,disease
1471,C0020492,Hyperostosis,disease
1473,C0020496,Hyperostosis of skull,disease
1474,C0020497,Cortical Congenital Hyperostosis,disease
1477,C0020501,Primary Hyperoxaluria,disease
1478,C0020502,Hyperparathyroidism,disease
1479,C0020503,"Hyperparathyroidism, Secondary",disease
1480,C0020505,Hyperphagia,phenotype
1481,C0020507,Hyperplasia,phenotype
1482,C0020514,Hyperprolactinemia,disease
1483,C0020517,Hypersensitivity,group
1487,C0020529,Hypersomnia with Periodic Respiration,disease
1489,C0020534,Orbital separation excessive,phenotype
1490,C0020538,Hypertensive disease,group
1492,C0020541,Portal Hypertension,disease
1493,C0020542,Pulmonary Hypertension,phenotype
1494,C0020544,Renal hypertension,disease
1495,C0020545,"Hypertension, Renovascular",disease
1497,C0020550,Hyperthyroidism,disease
1499,C0020555,Hypertrichosis,disease
1500,C0020557,Hypertriglyceridemia,phenotype
1503,C0020578,Hyperventilation,phenotype
1504,C0020580,Hypesthesia,phenotype
1506,C0020594,Hypoactive Sexual Desire Disorder,disease
1508,C0020597,Hypobetalipoproteinemias,disease
1509,C0020598,Hypocalcemia,phenotype
1512,C0020608,Hypodontia,disease
1514,C0020615,Hypoglycemia,disease
1515,C0020617,Hypoglycemic coma,disease
1516,C0020619,Hypogonadism,disease
1517,C0020620,Hypohidrosis,disease
1518,C0020621,Hypokalemia,phenotype
1521,C0020625,Hyponatremia,phenotype
1522,C0020626,Hypoparathyroidism,disease
1524,C0020630,Hypophosphatasia,disease
1526,C0020635,Hypopituitarism,disease
1528,C0020639,Hypoproteinemia,disease
1529,C0020640,Inherited Factor II deficiency,disease
1530,C0020649,Hypotension,phenotype
1531,C0020651,"Hypotension, Orthostatic",phenotype
1532,C0020672,"Hypothermia, natural",phenotype
1533,C0020676,Hypothyroidism,disease
1534,C0020678,Hypotrichosis,disease
1536,C0020683,Hypovolemic Shock,phenotype
1540,C0020757,Ichthyoses,disease
1541,C0020758,Congenital ichthyosis,disease
1542,C0020796,Profound Mental Retardation,disease
1549,C0021051,Immunologic Deficiency Syndromes,group
1550,C0021053,Immune System Diseases,group
1557,C0021125,Impulsive Behavior,phenotype
1562,C0021171,Bloch Sulzberger syndrome,disease
1568,C0021308,Infarction,phenotype
1573,C0021359,Infertility,phenotype
1574,C0021361,Female infertility,phenotype
1575,C0021364,Male infertility,phenotype
1577,C0021368,Inflammation,phenotype
1578,C0021390,Inflammatory Bowel Diseases,group
1579,C0021400,Influenza,disease
1582,C0021603,Sleep Initiation and Maintenance Disorders,disease
1583,C0021655,Insulin Resistance,phenotype
1584,C0021670,insulinoma,disease
1585,C0021704,Intelligence,phenotype
1587,C0021775,Intermittent Claudication,phenotype
1589,C0021818,Intervertebral Disk Displacement,disease
1591,C0021831,Intestinal Diseases,group
1595,C0021843,Intestinal Obstruction,disease
1596,C0021845,Intestinal Perforation,disease
1598,C0021847,Intestinal Pseudo-Obstruction,disease
1599,C0021888,Physiologic Intraocular Pressure,phenotype
1601,C0022073,Iridocyclitis,disease
1606,C0022107,Irritable Mood,phenotype
1607,C0022116,Ischemia,phenotype
1610,C0022283,Incontinentia Pigmenti Achromians,disease
1611,C0022333,Jacksonian Seizure,disease
1612,C0022336,Creutzfeldt-Jakob disease,disease
1614,C0022346,Icterus,phenotype
1616,C0022353,Neonatal Jaundice,phenotype
1617,C0022354,"Jaundice, Obstructive",disease
1618,C0022360,Jaw Abnormalities,group
1620,C0022387,Jervell-Lange Nielsen Syndrome,disease
1621,C0022408,Arthropathy,group
1622,C0022410,Joint Instability,phenotype
1626,C0022521,Kartagener Syndrome,disease
1628,C0022548,Keloid,disease
1629,C0022568,Keratitis,disease
1630,C0022572,keratoacanthoma,disease
1631,C0022573,Keratoconjunctivitis,disease
1632,C0022575,Keratoconjunctivitis Sicca,disease
1634,C0022578,Keratoconus,disease
1638,C0022593,Keratosis,disease
1640,C0022595,Keratosis Follicularis,disease
1641,C0022596,Palmoplantar Keratosis,disease
1643,C0022603,Seborrheic keratosis,disease
1645,C0022638,Ketosis,disease
1648,C0022658,Kidney Diseases,group
1649,C0022660,"Kidney Failure, Acute",disease
1650,C0022661,"Kidney Failure, Chronic",disease
1651,C0022665,Kidney Neoplasm,disease
1653,C0022679,Cystic kidney,disease
1654,C0022680,Polycystic Kidney Diseases,group
1657,C0022716,Menkes Kinky Hair Syndrome,disease
1659,C0022735,Klinefelter Syndrome,disease
1660,C0022738,Klippel-Feil Syndrome,disease
1664,C0022797,Adult Neuronal Ceroid Lipofuscinosis,disease
1668,C0022821,Kyphosis deformity of spine,phenotype
1669,C0022876,Premature Obstetric Labor,phenotype
1682,C0023052,Laryngeal Edema,phenotype
1684,C0023066,Laryngospasm,disease
1685,C0023067,Laryngitis,disease
1687,C0023075,Laryngostenosis,disease
1690,C0023114,Handedness,phenotype
1692,C0023138,Laurence-Moon Syndrome,disease
1695,C0023195,Lecithin Acyltransferase Deficiency,disease
1697,C0023212,Left-Sided Heart Failure,disease
1700,C0023221,Leg Length Inequality,phenotype
1702,C0023223,Leg Ulcer,disease
1703,C0023234,Legg-Calve-Perthes Disease,disease
1706,C0023264,Leigh Disease,disease
1707,C0023267,Fibroid Tumor,disease
1709,C0023281,Leishmaniasis,disease
1710,C0023283,"Leishmaniasis, Cutaneous",disease
1712,C0023290,"Leishmaniasis, Visceral",disease
1716,C0023343,Leprosy,disease
1718,C0023348,"Leprosy, Lepromatous",disease
1722,C0023374,Lesch-Nyhan Syndrome,disease
1723,C0023380,Lethargy,phenotype
1725,C0023418,leukemia,disease
1726,C0023434,Chronic Lymphocytic Leukemia,disease
1727,C0023437,Acute Basophilic Leukemia,disease
1731,C0023443,Hairy Cell Leukemia,disease
1732,C0023448,Lymphoid leukemia,disease
1733,C0023449,Acute lymphocytic leukemia,disease
1734,C0023452,Childhood Acute Lymphoblastic Leukemia,disease
1735,C0023453,L2 Acute Lymphoblastic Leukemia,disease
1737,C0023462,Acute Megakaryocytic Leukemias,disease
1739,C0023465,Acute monocytic leukemia,disease
1741,C0023467,"Leukemia, Myelocytic, Acute",disease
1742,C0023470,Myeloid Leukemia,disease
1744,C0023473,"Myeloid Leukemia, Chronic",disease
1746,C0023479,Acute myelomonocytic leukemia,disease
1747,C0023480,"Leukemia, Myelomonocytic, Chronic",disease
1750,C0023485,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,disease
1752,C0023487,Acute Promyelocytic Leukemia,disease
1754,C0023492,"Leukemia, T-Cell",disease
1755,C0023493,Adult T-Cell Lymphoma/Leukemia,disease
1757,C0023501,Leukemoid Reaction,disease
1758,C0023508,White Blood Cell Count procedure,phenotype
1760,C0023518,Leukocytosis,phenotype
1761,C0023520,Leukodystrophy,disease
1762,C0023521,Globoid cell leukodystrophy,disease
1763,C0023522,"Leukodystrophy, Metachromatic",disease
1765,C0023529,"Leukomalacia, Periventricular",disease
1766,C0023530,Leukopenia,disease
1767,C0023531,Leukoplakia,disease
1768,C0023532,"Leukoplakia, Oral",disease
1780,C0023786,Mucopolysaccharidosis I,disease
1781,C0023787,Lipodystrophy,disease
1783,C0023794,Lipoidosis,disease
1784,C0023795,Lipoid Proteinosis of Urbach and Wiethe,disease
1785,C0023798,Lipoma,disease
1789,C0023817,Hyperlipoproteinemia Type I,disease
1790,C0023827,liposarcoma,disease
1793,C0023882,Little's Disease,disease
1794,C0023885,Liver Abscess,disease
1796,C0023890,Liver Cirrhosis,disease
1797,C0023891,"Liver Cirrhosis, Alcoholic",disease
1798,C0023892,Biliary cirrhosis,disease
1799,C0023893,"Liver Cirrhosis, Experimental",disease
1800,C0023895,Liver diseases,group
1801,C0023896,Alcoholic Liver Diseases,group
1802,C0023897,"Liver Diseases, Parasitic",group
1803,C0023903,Liver neoplasms,group
1804,C0023904,"Liver Neoplasms, Experimental",phenotype
1805,C0023931,Lobstein Disease,disease
1807,C0023976,Long QT Syndrome,disease
1808,C0023980,Longevity,phenotype
1809,C0024003,Lordosis,phenotype
1811,C0024031,Low Back Pain,phenotype
1816,C0024115,Lung diseases,group
1817,C0024116,"Lung Diseases, Fungal",group
1818,C0024117,Chronic Obstructive Airway Disease,disease
1819,C0024121,Lung Neoplasms,group
1821,C0024137,"Lupus Erythematosus, Cutaneous",disease
1822,C0024138,"Lupus Erythematosus, Discoid",disease
1824,C0024141,"Lupus Erythematosus, Systemic",disease
1825,C0024143,Lupus Nephritis,disease
1826,C0024145,Chilblain lupus 1,disease
1827,C0024198,Lyme Disease,disease
1831,C0024221,Lymphangioma,disease
1835,C0024232,Lymphatic Metastasis,disease
1836,C0024236,Lymphedema,disease
1839,C0024282,Lymphocytosis,disease
1841,C0024291,"Lymphohistiocytosis, Hemophagocytic",disease
1842,C0024299,Lymphoma,group
1843,C0024301,"Lymphoma, Follicular",disease
1844,C0024302,Reticulosarcoma,disease
1846,C0024304,"Lymphoma, Mixed-Cell",disease
1847,C0024305,"Lymphoma, Non-Hodgkin",disease
1848,C0024306,"Lymphoma, Undifferentiated",disease
1850,C0024312,Lymphopenia,disease
1851,C0024314,Lymphoproliferative Disorders,group
1854,C0024421,Macroglossia,disease
1855,C0024433,Macrostomia,disease
1856,C0024437,Macular degeneration,disease
1858,C0024440,"Macular Edema, Cystoid",disease
1865,C0024523,Malabsorption Syndrome,group
1866,C0024528,Malaise and fatigue,phenotype
1867,C0024530,Malaria,disease
1868,C0024534,"Malaria, Cerebral",disease
1869,C0024535,"Malaria, Falciparum",disease
1873,C0024591,Malignant hyperpyrexia due to anesthesia,disease
1876,C0024623,Malignant neoplasm of stomach,disease
1878,C0024636,Malocclusion,disease
1879,C0024667,Animal Mammary Neoplasms,phenotype
1880,C0024668,"Mammary Neoplasms, Experimental",phenotype
1884,C0024713,Manic Disorder,disease
1885,C0024748,alpha-Mannosidosis,disease
1887,C0024776,Maple Syrup Urine Disease,disease
1891,C0024796,Marfan Syndrome,disease
1893,C0024809,Marijuana Abuse,disease
1897,C0024899,Mastocytosis,disease
1909,C0025037,Meckel Diverticulum,disease
1915,C0025149,Medulloblastoma,disease
1921,C0025193,Melancholia,disease
1922,C0025202,melanoma,disease
1924,C0025209,Melanosis,disease
1928,C0025221,Meleda Disease,disease
1932,C0025237,Melnick-Needles Syndrome,disease
1934,C0025261,Memory Disorders,disease
1935,C0025265,"Memory, Short-Term",phenotype
1936,C0025267,Multiple Endocrine Neoplasia Type 1,disease
1937,C0025268,Multiple Endocrine Neoplasia Type 2a,disease
1938,C0025269,Multiple Endocrine Neoplasia Type 2b,disease
1941,C0025286,Meningioma,disease
1943,C0025289,Meningitis,disease
1947,C0025295,"Meningitis, Pneumococcal",disease
1948,C0025297,Viral meningitis,disease
1950,C0025303,Meningococcal Infections,group
1954,C0025312,Meningomyelocele,disease
1956,C0025322,Premature Menopause,disease
1957,C0025323,Menorrhagia,phenotype
1959,C0025362,Mental Retardation,disease
1960,C0025363,"Mental Retardation, Psychosocial",phenotype
1966,C0025472,Mesenteric Vascular Occlusion,disease
1968,C0025500,Mesothelioma,disease
1969,C0025517,Metabolic Diseases,group
1970,C0025521,Inborn Errors of Metabolism,group
1971,C0025568,Metaplasia,phenotype
1973,C0025637,Methemoglobinemia,disease
1976,C0025958,Microcephaly,disease
1977,C0025988,Microglossia,disease
1978,C0025990,Micrognathism,disease
1979,C0025995,Micromelia,disease
1980,C0026010,Microphthalmos,disease
1981,C0026034,Microstomia,disease
1984,C0026106,Mild Mental Retardation,disease
1990,C0026266,Mitral Valve Insufficiency,phenotype
1991,C0026267,Mitral Valve Prolapse Syndrome,disease
1994,C0026277,Mixed Salivary Gland Tumor,disease
1995,C0026351,Moderate intellectual disability,disease
1996,C0026363,Mohr Syndrome,disease
1997,C0026393,Molluscum Contagiosum,disease
1998,C0026470,Monoclonal Gammopathy of Undetermined Significance,disease
2001,C0026552,Morphine Dependence,disease
2002,C0026603,Motion Sickness,disease
2005,C0026633,Mouth Abnormalities,group
2006,C0026636,Mouth Diseases,group
2007,C0026640,Mouth Neoplasms,group
2008,C0026650,Movement Disorders,group
2009,C0026654,Moyamoya Disease,disease
2013,C0026691,Mucocutaneous Lymph Node Syndrome,disease
2014,C0026697,Mucolipidoses,disease
2015,C0026703,Mucopolysaccharidoses,disease
2016,C0026705,Mucopolysaccharidosis II,disease
2017,C0026706,Mucopolysaccharidosis III,disease
2018,C0026707,Mucopolysaccharidosis IV,disease
2019,C0026708,Mucopolysaccharidosis V,disease
2020,C0026709,Mucopolysaccharidosis VI,disease
2023,C0026760,Multiple Epiphyseal Dysplasia,disease
2024,C0026764,Multiple Myeloma,disease
2025,C0026766,Multiple Organ Failure,phenotype
2026,C0026769,Multiple Sclerosis,disease
2028,C0026780,Mumps,disease
2031,C0026826,Muscle Hypertonia,phenotype
2032,C0026827,Muscle hypotonia,phenotype
2033,C0026837,Muscle Rigidity,phenotype
2034,C0026838,Muscle Spasticity,phenotype
2035,C0026846,Muscular Atrophy,phenotype
2036,C0026847,Spinal Muscular Atrophy,disease
2037,C0026848,Myopathy,group
2038,C0026850,Muscular Dystrophy,disease
2043,C0026896,Myasthenia Gravis,disease
2050,C0026961,Mydriasis,phenotype
2053,C0026985,Myelodysplasia,disease
2054,C0026987,Myelofibrosis,disease
2056,C0026998,"Acute Myeloid Leukemia, M1",disease
2059,C0027022,Myeloproliferative disease,group
2060,C0027051,Myocardial Infarction,disease
2061,C0027055,Myocardial Reperfusion Injury,phenotype
2062,C0027059,Myocarditis,disease
2064,C0027066,Myoclonus,phenotype
2067,C0027080,Myoglobinuria,phenotype
2068,C0027086,Myoma,disease
2069,C0027092,Myopia,disease
2071,C0027121,Myositis,disease
2073,C0027125,Myotonia,phenotype
2074,C0027126,Myotonic Dystrophy,disease
2075,C0027127,Myotonia Congenita,disease
2077,C0027149,Myxoma,disease
2080,C0027341,Nail-Patella Syndrome,disease
2082,C0027404,Narcolepsy,disease
2083,C0027412,Opioid-Related Disorders,group
2086,C0027430,Nasal Polyps,disease
2088,C0027439,Nasopharyngeal Neoplasms,group
2091,C0027497,Nausea,phenotype
2092,C0027498,Nausea and vomiting,phenotype
2093,C0027533,Neck Neoplasms,group
2094,C0027540,Necrosis,phenotype
2095,C0027543,Avascular necrosis of bone,phenotype
2097,C0027562,Negativism,phenotype
2101,C0027612,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",group
2103,C0027626,Neoplasm Invasiveness,phenotype
2104,C0027627,Neoplasm Metastasis,phenotype
2105,C0027643,"Neoplasm Recurrence, Local",phenotype
2107,C0027651,Neoplasms,group
2108,C0027654,Embryonal Neoplasm,disease
2111,C0027659,"Neoplasms, Experimental",phenotype
2114,C0027662,Multiple Endocrine Neoplasia,disease
2119,C0027672,"Neoplastic Syndromes, Hereditary",group
2120,C0027686,Pathologic Neovascularization,phenotype
2121,C0027697,Nephritis,disease
2122,C0027706,Hereditary nephritis,disease
2123,C0027707,"Nephritis, Interstitial",disease
2124,C0027708,Nephroblastoma,disease
2125,C0027709,Nephrocalcinosis,disease
2127,C0027720,Nephrosis,disease
2128,C0027721,Lipoid nephrosis,disease
2129,C0027726,Nephrotic Syndrome,group
2131,C0027746,Nerve Degeneration,phenotype
2132,C0027765,nervous system disorder,group
2133,C0027766,Nervous System Neoplasms,group
2134,C0027769,Nervousness,phenotype
2136,C0027794,Neural Tube Defects,group
2137,C0027796,Neuralgia,phenotype
2139,C0027806,Neurenteric Cyst,disease
2140,C0027809,Neurilemmoma,disease
2143,C0027819,Neuroblastoma,disease
2146,C0027830,neurofibroma,disease
2147,C0027831,Neurofibromatosis 1,disease
2148,C0027832,Neurofibromatosis 2,disease
2153,C0027868,Neuromuscular Diseases,group
2155,C0027877,Neuronal Ceroid-Lipofuscinoses,disease
2156,C0027888,Hereditary Motor and Sensory Neuropathies,group
2158,C0027902,Neuropsychological Tests,phenotype
2160,C0027932,Neurotic Disorders,group
2161,C0027947,Neutropenia,disease
2162,C0027960,Nevus,disease
2164,C0027962,Melanocytic nevus,disease
2166,C0028043,Nicotine Dependence,disease
2169,C0028077,Nyctalopia,disease
2170,C0028081,Night sweats,phenotype
2175,C0028326,Noonan Syndrome,disease
2180,C0028734,Nocturia,disease
2181,C0028738,Nystagmus,disease
2182,C0028754,Obesity,disease
2183,C0028756,"Obesity, Morbid",disease
2184,C0028768,Obsessive-Compulsive Disorder,disease
2190,C0028840,Ocular Hypertension,disease
2194,C0028860,Oculocerebrorenal Syndrome,disease
2195,C0028866,Oculomotor Nerve Paralysis,disease
2200,C0028945,oligodendroglioma,disease
2201,C0028949,Oligomenorrhea,phenotype
2202,C0028960,Oligospermia,disease
2203,C0028961,Oliguria,phenotype
2209,C0029089,Ophthalmoplegia,phenotype
2214,C0029121,Oppositional Defiant Disorder,disease
2215,C0029124,Optic Atrophy,disease
2218,C0029131,Abnormality of the optic nerve,phenotype
2219,C0029132,Disorder of the optic nerve,group
2220,C0029134,Optic Neuritis,disease
2223,C0029172,Oral Submucous Fibrosis,disease
2225,C0029191,Orchitis,phenotype
2227,C0029227,"Delirium, Dementia, Amnestic, Cognitive Disorders",group
2229,C0029231,"Organic Mental Disorders, Substance-Induced",disease
2237,C0029396,Heterotopic Ossification,phenotype
2239,C0029401,Osteitis Deformans,disease
2241,C0029408,Degenerative polyarthritis,disease
2242,C0029410,Osteoarthritis of hip,disease
2246,C0029422,Osteochondrodysplasias,group
2250,C0029434,Osteogenesis Imperfecta,disease
2256,C0029443,Osteomyelitis,disease
2257,C0029445,Bone necrosis,phenotype
2258,C0029453,Osteopenia,disease
2259,C0029454,Osteopetrosis,disease
2261,C0029456,Osteoporosis,disease
2262,C0029458,"Osteoporosis, Postmenopausal",disease
2263,C0029459,"Osteoporosis, Senile",disease
